Index;Date;Model;Model_Short;Framework;Network;Resolution;Dataset;Custom_Parameters;Hardware;Hardware_Optimization;DetectionBoxes_Precision/mAP;DetectionBoxes_Precision/mAP@.50IOU;DetectionBoxes_Precision/mAP@.75IOU;DetectionBoxes_Precision/mAP (small);DetectionBoxes_Precision/mAP (medium);DetectionBoxes_Precision/mAP (large);DetectionBoxes_Recall/AR@1;DetectionBoxes_Recall/AR@10;DetectionBoxes_Recall/AR@100;DetectionBoxes_Recall/AR@100 (small);DetectionBoxes_Recall/AR@100 (medium);DetectionBoxes_Recall/AR@100 (large)
20210610134408_tf2oda_ssdmobilenetv2_300x300_pets;2021-06-10 13:44:27;tf2oda_ssdmobilenetv2_300x300_pets;tf2oda_ssdmobilenetv2_300x300_pets;tf2oda;ssdmobilenetv2;[300, 300];pets;['1', 'sync', 'UNSPECIFIED'];Inteli7dp3510;OVFP16;0.9287763391723788;1.0;0.9603960396039604;-1.0;0.9;0.928052805280528;0.938095238095238;0.938095238095238;0.938095238095238;-1.0;0.9;0.937121212121212
20210610134820_tf2oda_ssdmobilenetv2_300x300_pets;2021-06-10 13:48:38;tf2oda_ssdmobilenetv2_300x300_pets;tf2oda_ssdmobilenetv2_300x300_pets;tf2oda;ssdmobilenetv2;[300, 300];pets;['1', 'sync', 'UNSPECIFIED'];Inteli7dp3510;OVFP16;0.9287763391723788;1.0;0.9603960396039604;-1.0;0.9;0.9280528052805281;0.9380952380952381;0.9380952380952381;0.9380952380952381;-1.0;0.9;0.9371212121212119
