Date;Network;Hardware;DetectionBoxes_Precision/mAP;DetectionBoxes_Precision/mAP@.50IOU;DetectionBoxes_Precision/mAP@.75IOU;DetectionBoxes_Precision/mAP (small);DetectionBoxes_Precision/mAP (medium);DetectionBoxes_Precision/mAP (large);DetectionBoxes_Recall/AR@1;DetectionBoxes_Recall/AR@10;DetectionBoxes_Recall/AR@100;DetectionBoxes_Recall/AR@100 (small);DetectionBoxes_Recall/AR@100 (medium);DetectionBoxes_Recall/AR@100 (large)
2021-02-17 17:17:40;ssd_mobilenet_v2_R300x300_D100_coco17_pets;Inteli7-6700HQ-CPU;0.945049504950495;1.0;0.9603960396039604;-1.0;0.9;0.945049504950495;0.95;0.95;0.95;-1.0;0.9;0.95
