Date;Network;Hardware;Batch;MeanLatency;Latencies
2021-02-17 17:17:32;ssd_mobilenet_v2_R300x300_D100_coco17_pets;Inteli7-6700HQ-CPU;1;0.04925284887615003;[0.047800540924072266, 0.04977822303771973, 0.0458378791809082, 0.049794912338256836, 0.046814918518066406, 0.047867536544799805, 0.04785490036010742, 0.0478520393371582, 0.049752235412597656, 0.0498499870300293, 0.05078482627868652, 0.0498044490814209, 0.049774169921875, 0.051317691802978516, 0.05176138877868652, 0.050746917724609375, 0.05076742172241211, 0.048827171325683594, 0.04881691932678223]
